抛弃,abandon
奇迹,merveille
出色的,merveilleux
我的,mes,possr
不幸的遭遇,mésaventure
气量小的,mesquin
留言,message
弥撒,messe
尺寸,mesure
度量,mesurer
金属,métal
冶金工业,métallurgie
天气预报,météo
陨星,météorite
气象的,météorologique
天然气,méthane
方式,méthode
职业,métier
菜肴,métis
米,mètre
平方米,mètre,carré
地铁,métro
大都会,métropole
导演,metteur,en,scène
放,mettre
à开始,mettre
入席,mettre,à,table
知道,mettre,au,courant
诞生,mettre,au,monde
打碎,mettre,en,pièces
上演,mettre,en,scène
埋葬,mettre,en,terre
正确评判
窃听,mettre,sur,écoute
家具,meuble
带家具的,meublé
杀人,meurtre
生意萧条,mévente
上演,miae,en,scène
麦克风,micro
微生物,microbe
显微解剖法,micro-chirurgie
电脑排版,microédition
中午,midi
法国南部,Midi
面包心,mie,de,pain
蜜,miel
面包屑,miette
更好地,mieux
可爱的,mignon
偏头疼,migraine
migrant移居者
移居迁徙,migration
风筝,milan
中间,milieu
de在……中间,milieu
军事的,militaire
发生影响,militer
一千,mille
千的,millénaire
千数,millier
模仿,mimer
单薄的,mince
脸色,mine
矿场的,minéral
较小的,mineur
微型,mini
缩影,miniature
choses,mettre,le,prix,aux
使微型化,miniaturiser
少数的,minoritaire
半夜,minuit
细小的,minuscule
分,minute
细心地,minutieusement
细心的,minutieux
黄香李,mirabelle
奇迹,miracle
神奇的,miraculeux
幻影式飞机,mirage
镜子,miroir
穿戴打扮的,mis
下赌注,miser
悲惨的,misérable
悲惨,misère
导弹,missile
任务,mission
干寒强烈的西北风,mistral
中间的,mitoyen
刽子手,mitrailleur
一种头巾,mitre
混合,mixage
混合的,mixte
移动的,mobile
动员,mobilisation
动员,mobiliser
方式,mode
使用方法,mode,d'emploi
塑造,modelage
范例,modèle
调制解调器,modem
有节制的,modéré
现代性,modernisme
谦虚的,modeste
改变,modifier
骨髓,moelle
砾石,moellon
风俗习惯,moeurs,pl
我,moi
更少的,moindre
僧侣,moine
麻雀,moineau
更少,moins
月份,mois
收获,moisson
收获,moissonner
半,moitié
腿肚,mollet
一会儿,moment
我的,mon
修道士的,monacal
摩纳哥,Monaco
君主制度,monarcbie
修道院,monaslère
世俗的,mondain
世界,monde
Monde《世界报》
人山人海,monde,fou
世界的,mondial
电视的卫星转播,mondovision
教练员,moniteur
蒙马特高地,Monmartre
零钱,monnaie
monnaie找零钱
独自,monologue
垄断,monopole
“不二价”超级市场连锁店,monoprix
单调的,monotone
先生,monsieur
巨大的,monstre
畸形的,monstrueux
山,mont
山里人,montagnard
山,montagne
山区的,montagneux
登上,monter
升级,monter,en,grade
热气球,montgolfière
手表,montre
指出,montrer
坐骑,monture
古迹,monument
de嘲笑,moquer
嘲弄的,moqueur
道德,morale
一块,morceau
分,morceler
咬人的,mordant
咬,mordre
忧郁的,morne
死,mort
清真寺,mosquée
字,mot
摩托车手,motard
发动机,moteur
动机,motif
说明理由,motiver
摩托车,moto
妙语,mots,d'esprit
关键词,mots-clés
相关词,mots-liens
柔软的,mou
苍蝇,mouche
手帕,mouchoir
海鸥,mouette
湿淋淋的,mouillé
铸造,mouler
淡菜薯条,moules-frites,pl
磨坊,moulin
死,mourir
泡沫,mousse
mousseux冒泡的
小胡子,moustache
蚊子,moustique
芥菜,moutarde
绵羊,mouton
运动,mouvement
方法,moyen
交通工具
中世纪,Moyen-Age
哑的,muet
铃兰,muguet
多民族的,multinational
多种的,multiple
增加,multiplication
多样性,multiplicité
增加,multiplier
多种族的,multiracial
大量,multitude
市政的,municipal
市政当局,municipalité
墙,mur
城墙,muraille
墙上的,mural
成熟,mûrir
嘀咕,murmurer
动物的口鼻部,museau
博物馆,musée
音乐,musique
伊斯兰教的,musulman
,moyen,de,transport
变化,mutation
缄默,mutisme
相互地,mutuellement
近视的;近视患者,myope
香桃木,myrte
神秘的,mystérieux
神话,mythe
划艇,nacelle
游泳,nager
游泳者,nageur
不久前,naguère
大生的,naif
出生,naissance
诞生,naître
桌布,nappage
桌布,nappe
蔑视,narguer
美国国家航天宇航局,Nasa
出生的,natal
出生率,natalité
游泳,natation
民族,nation
民族的,national
国籍,nationalité
辫子,natte
使入籍,naturaliser
大自然,nature
自然性,naturel
naturel自然的
自然地,naturellment
遇难,naufrage
遇难的,naufragé
恶心,nausée
往返班车,navette
航海家,navigateur
航行,navigation
航行,naviguer
船舶,navire
伤心的,navré
不再,,plus
然而,néanmoins
必要的,nécessaire
需要,nécessiter
船,nef
否定的,négatif
疏忽,négligence
粗心大意的,négligent
忽略,négliger
买卖,négoce
谈判,négociation
协商,négocier
雪,neige
下雪,neiger
神经,nerf
神经的,nerveux
立即,net
net清楚的
清晰地,nettement
清扫,nettoyer
九,neuf
崭新的,neuf
神经元,neurone
侄子,neveu
鼻子,nez
窝,nid
侄女,nièce
被美化了的,niellé
否认,nier
哑巴,nigaud
水平,niveau
贵族的,noble
高贵,noblesse
婚礼,noce
结婚,noces,pl
有害的,nocif
圣诞节,Noël
结,noeud
黑的,noir
白纸黑字地,noir,sur,blanc
黑色的,noir
棒子,noisette
姓名,nom
游牧者,nomade
数目,nombre
大量的,nombreux
不,non
也不,non,plus
不吸烟者,non-fumeur
北方,nord
正常的,normal
止常地,normalement
诺曼底的,normand
诺曼底,Normandie
思乡病,nostalgie
思乡的,nostalgique
显著人物,notable
公证人,notaire
特别是,notamment
标出,noter
笔记,notes,pl
巴黎圣母院,Notre-Dame,de,Paris
noueux多节的
小狗熊,nounours
奶妈,nourrice
赡养,nourrir
乳儿,nourrisson
食物,nourriture
新的,nouveau
新生儿,nouveau-né
新,nouveauté
新闻,nouvelle
核,noyau
溺死的,noyé
裸露的,nu
云,nuage
多云的,nuageux
核的,nucléaire
损害,nuire
损害,nuisance
夜晚,nuit
无能的,nul
毫无,nullement
计数,numération
数码的,numérique
号码,numéro
薄底轻便凉鞋,nu-pieds
项,nuque
绿洲,oasis
遵守,obéir,à
方尖碑,obélisque
目标,objectif,m
客观的,objectif
异议,objection
客观,objectivité
物体,objet
义务,obligation
义务的,obligatoire
obliger承担义务
黑暗的,obscur
着魔的人,obsédé
观察者,observateur
观察,observation
观察,observer
纠缠不体的,obsessionnel
障碍,obstacle
固执的,obstiné
获得,obtenir
机会,occasion
西方的,occident
占有者,occupan
occuper专心于
海洋,océan
十月,octobre
授予,octroyer
颂歌,ode
气味,odeur
可恨的,odieux
眼睛,oeil
蛋,oeuf
作品,oeuvre
办事处,office
官方的,officiel
官员,officier
提供,offre
招聘启事,offre,d'emploi
提供,offrir
鹅,oie
洋葱,oignon
鸟,oiseau
掠食鸟,oiseau,de,proie
游手好闲的,oisif
游手好闲,oisiveté
产油的植物,oléagineux
橄榄,olive
阴影,ombre
炒鸡蛋,omelette
伯父,oncle
波浪,onde
onéreux负担重的
指甲,ongle
永不,onques
联合国,ONU
歌剧,Opéra
操作,opération
固执的,opiniâtre
固执地,opiniâtrement
观点,opinion
opposer反对
反对,opposition
压制,opprimer
耻辱,opprobre
选择,opter
乐观的;乐观主义,optimiste
选择,option
可选择的,optionnelle
光学,optique
然而,or
金,or
暴风雨,orage
暴风雨的,orageux
祈祷,oraison
口头上,oralement
橘红色的,orange
柑,orange
演说的,oratoire
管弦乐队,orchestre
平常的,ordinaire
平常地,ordinairement
电脑,ordinateur
药方,ordonnance
井井有条的,ordonné
整理,ordonner
命令,ordre
垃圾,ordures,pl
下流的,ordurîer,ère
耳朵,oreille
器官,organe
组织,organiser
大麦,orge
管风琴,orgue
骄傲,orgueil
傲慢的,orgueilleux
定位,orientation
为……定方向,orienter
最初的,original
独创性,originalité
出身,origine
装饰,orner
鸭嘴兽,ornithorynque
孤儿,orphelin
脚趾,orteil
拼写,orthographe
整形外科,orthopédie
酸模,oseille
敢,oser
人质,otage
拿掉,ôter
即,ou
哪里,où
忘却,oubli
忘记,oublier
西,ouest
是,oui
听觉,ouïe
听说,ouir
飓风,ouragan
能,ours
工具,outil
在……之外,outre,prê
过分的,outré
海外,outremer
夸大,outrer
开放,ouverture
工作,ouvrage
女引座员,ouvreuse
工人,ouvrier,,ère
打开,ouvrir
椭圆的,ovale
欢呼,ovation
氧,oxygène
太平的,pacifique
页,page
交付,paiement
擦鞋垫,paillasson
面包,pain
温和的,paisible
和平,paix
豪华的大旅馆,palace
宫殿,palais
会议大厦,palais,des,congrès
卢浮宫,Palais,du
苍白的,pâle
中世纪君主乘骑的马,palefroi
楼梯平台,palier
脸色发白,pâlir
棕桐,palme
棕桐,palmier
触摸,palper
悸动的,palpitant
面,pan
标语牌,pancarte
篮子,panier
恐慌的;惊慌,panique
使惊慌,paniquer
故障,panne
panne发生故障
广告栏,panneau
全副武装,panoplie
全景,panorama
长裤,pantalon
喜欢呆在家里的,pantouflard
孔雀,paon
爸爸,papa
罗马教皇,pape
纸张,papier
身份证,papier,d'identité
蝴蝶,papillon
大型客轮,paquebot
复活节,Pâques
包,paquet
由……经过,par
提前,par,avance
碰巧,par,basard
在好天气时,par,beau,temps
因此,par,conséquence
乘渡轮,par,ferry
不时,par,intervalle
由那儿,par,là
按字母顺序
按降序,par,ordre,décroissant
在……之后,par,suite,de,prê
降落伞,parachute
天堂,paradis
段落,paragraphe
出现,paraître
谬误推理,paralogisme
偏执狂的,paranoïaque
山崖跳伞,parapente
雨伞,parapluie
大阳伞,parasol
公园,parc
因为,parce,que
羊皮纸似的,parcheminé
跑遍,parcourir
通行,parcours
外套,pardessus
对不起,pardon
原谅,pardonner
挡风玻璃,pare-brise
alphabétique,par,ordre
缓冲器,pare-chocs
相同的,pareil
圆括弧,parenthèse
父母亲,parents
装饰精美的,parère
懒惰,paresse
懒惰的,paresseux
完美的,parfait
有时,parfois
香水,parfum
芳香的,parfumé
化妆品商店,parfumerie
打赌,parier
Parisien《巴黎人报》
巴黎的,parisien
同等,parité
停车场,parking
议会,parlement
说,parler
在……之中,parmi
隔板,paroi
话,parole
典礼主持人,parrain
支持,parrainage
做介绍人,parrainer
方面,part
part除……之外
分割,partager
从而,partant
搭档,partenaire
党,parti
参加者,participante
participer参加
特点,particularité
particulier尤其
特别的,particulier,,,ère
特别地,particulièrement
部分,partie
出发,partir
de从……开始,partir
出差,partir,en,mission
拥护者,partisan
到处,partout
parvenir能够
达到目的,parvenir,à,ses,fins
广场,parvis
步子,pas
逐步地,pas,à,pas
一点儿也不,pas,du,tout
过得去地,passablement
人行道,passage,piétons
旅行者,passager,ère
行人,passant
万能钥匙,passe
花招,passe-passe
护照,passeport
经过,passer
被动的,passif
激情,passion
动人的,passionnant
使感动,passionner
牧人,pasteur
面团,pâte
馅饼,pâté
父亲般的,paternel
耐心,patience
耐心的,patient
溜冰者,patineur
溜冰场,patinoire
滚轴溜冰,patins,à,roulettes
糕点铺,pâtisserie
方言,patois
贵族,patricien
祖国,patrie
遗产,patrimoine
patron老板
雇主或资方的总称,patronat
赞助,patronner
巡逻,patrouille
爪子,patte
后爪,pattes,arrières
手掌,paume
眼睑,paupière
贫穷的,pauvre
贫穷,pauvreté
铺路石,pavé
铺砌路面,paver
亭子,pavillon
在……悬挂彩旗,pavoiser
付款,payer
国家,pays
故乡,pays,natal
风景,paysage
风景画家,paysagiste
农民,paysan
皮肤,peau
小过失,peccadille
罪恶,péché
钓鱼,pêche
捕鱼,pêcher
渔民,pêcheur
踏板,pédale
peigner梳头
绘画,peindre
困难,peine
peine困难地
peine值得
画家,peintre
画,peinture
秃的,pelé
朝圣者,pèlerin
胶片,pellicule
线团,pelote
草地,pelouse
长毛绒,peluche
处罚,pénaliser
习性,penchant
俯身的,penché
pencher俯首
应处绞刑的,pendable
在……期间,pendant
悬挂,pendre
使……倒霉,pendre,au,nez
摆钟,pendule
进人,pénétrer
繁重的,pénible
驳船,péniche
长羽毛,penne
可以想象的,pensable
penser想念
膳食费,pension
寄宿生,pensionnaire
倾斜,pente
苗圃,pépinière
征税官,percepteurîce
征收,perception
打穿,percer
钻工,perceur
沉沦,perdition
丢失,perdre
父亲,père
断然的,péremptoîre
完美,perfection
成绩,performance
冒险的,périlleux
阶段,période
期刊,périodique
定期地,périodiquement
突变,péripétie
环城公路,périphérique
死亡,périr
珍珠,perle
经常的,permanent
允许,permettre
驾车证,permis,de,conduire
允许,permission
竖的,perpendicula,i,re
鹦鹉,perroquet
百叶窗,persienne
香芹,persil
坚持,persister
人物,personnage
人格,personnalité
人,personne
personnel人员的
个人地,personnellement
前景,perspective
洞察力强的,perspicace
说服的,persuadé
相信,persuader
丧失,perte
扰乱,perturbation
扰乱,perturber
沉重,pesanteur
称,peser
悲观的;悲观主义者,pessimiste
杀虫剂,pesticide
瘟疫,pestilence
滚球游戏,pétanque
鞭炮,pétard
噼里啪啦响,pétiller
小的,petit
早饭,petit,déjeuner
四季豆,petit,pois
小匙,petite,cuillère
天花,petite,vérole
小屏幕,petit-écran
孙女,petite-fille
小广告,petites,annonces,pl
孙子,petit-fils
请愿书,pétition
小脚,peton
由……组成,pétri
石油化学,pétrochimie
石油,pétrole
油船,pétrolier
少,peu
逐渐地,peu,à,peu
de一点,peu
部落,peuplade
人,peuple
使有居民,peupler
害怕,peur
害怕的,peureux
可能,peut-être
法老,pharaon
灯塔,phare
药房,pharmacie
阶段,phase
现象,phénomène
哲学,philosophie
一副药,philtre
语音的,phonétique
照片,photo
复印,photocopie
摄影师,photographe
拍照,photographier
摄影的,photographique
关键句,phrases-clés,pl
相貌,physionomie
善于根据外貌判断性格的,physionomiste
钢琴,piano
啄木鸟,pic
一壶之量,pichet
房间,pièce
零部件,pièce,de,rechange
戏剧,pièce,de,théâtre
带厨房的居室,pièce-cuisine
脚,pied
底座,piédestal
并着脚跳,pieds,joints
陷阱,piège
设陷阱捕捉,piéger
石头,pierre
多石的,pierreux
顿足,piétinement
步行者,piéton
床,pieu
虔诚的,pieux
鸽子,pigeon
桥墩,pile
领航,pilotage
舵手,pilote
药丸,pilule
做作的,pincé
画笔,pinceau
钳,pincement
钳,pincer
企鹅,pingouin
棋子,pion
吸管,pipette
有刺的,piquant
刺,piquer
扎针,piqûre
盗用,piratage
更坏的,pire
独木舟,pirogue
游泳池,piscine
一种点心,pissaladière
蒲公英,pissenlit
跑道,piste
自行车道,piste,cyclable
手枪,pistolet
怜悯,pitié
山巅,piton
滑稽动作,pitrerie
风景如画的,pittoresque
支轴,pivot
比萨饼,pizza
馅饼三明治,pizza-sandwich
橱,placard
座位,place
销售,placement
安置,placer
平静,placidité
天花板,plafond
沙滩,plage
辩护,plaider
丧歌,plain-chant
plaindre抱怨
平原,plaine
呻吟,plainte
悲哀的,plaintif
plaire使高兴
开玩笑,plaisanter
笑话,plaisanterie
高兴,plaisir
à取悦于,plaisir
地图,plan
板,planche
翱翔,planer
行星,planète
规划,planification
计划,planifier
平面球型图,planisphère
植物,plante
栽植,planter
板,plaque
镶饰,plaquer
小板,plaquette
塑料,plastique
一盘菜,plat
一盘猪排,plat,de,côtes
主菜,plat,de,résistance
平整的,plat
托盘,plateau
板,platine
石膏,plâtre
塞满的,plébisité
许许多多,plein,de
满的,pLein
哭泣,pleurer
下雨,pleuvoir
折的,plié
折叠,plier
打桐的,plissé
铅,plomb
铅工,plombier,,ère
潜水,plongée
潜水,plonger
顺从,ployer
大部分,plupart
更,plus
tard过会儿见,plus
好几个,plusieurs
更确切地说,plutôt
阴雨的,pluvieux
城市赛马赌博会,PMU
轮胎,pneu
口袋,poche
领奖台,podium
长柄平底锅,poêle
诗,poème
诗,poésie
重量,poids
被刺杀的,poignardé
用匕首刺伤,poignarder
一把,poignée
腕,poignet
毛茸茸的,poilu
拳头,poing
观点,point
正好,point
正要做什么
根本不,point,du,tout
尖头,pointe
用记号标出,pointer
会合点,point-rencontre
尺码,pointure
梨,poire
韭葱,poireau
豌豆,pois
鹰嘴豆,pois,chiche
毒药,poison
鱼,poisson
胸脯,poitrine
胡椒,poivre
甜椒,poivron
极的,polaire
极,pôle
论战的,polémique
礼貌的,poli
公安,police
警察的,policier,ère
磨光。抛光,polir
高雅,politesse
政治家,politicien
政治的,politique
污染的,polluant
污染,polluer
污染,pollution
胆小鬼,poltron
苹果,pomme
土豆,pomme,de,terre
球饰,pommeau
泵,pompe
,point,de
油泵,pompe,à,essence
消防队员,pompier
加油员,pompiste
ponctuel准时的
pondéré沉着的
桥,pont
大众化的,populaire
人口,population
在业人口,population,active
猪,porc
港口,port
可携带的,portable
正门,portail
门,porte
行李架,porte-bagage
射程,portée
小钱包,porte-monnaie
发言人,porte-parole
提,porter
看门人,portier,,ère
肖像,portrait
港口的,portuaire
庄重的,posé
提出,poser
肯定的,positif
位置,position
岗位,posle
邮局,posle
留局自取,posle,restante
拥有,posséder
可能性,possibilité
可能的,possible
possible尽力而为
邮政的,postal
邮寄,poster
壶,pot
火锅,pot,au,feu
带肉菜的汤,potage
钾肥,potasse
杆,poteau
陶瓷器,poterie
虱子,pou
垃圾箱,poubelle
拇指,pouce
弹药,poudre
有灰尘的,poudreux
飞扬,poudroiement
鸡,poulet
肺,poumon
玩具娃娃,poupée
为了,pour
目前,pour,le,moment
目前,pour,l'instant
为了,pour,que
小费,pourboire
百分比,pourcentage
男上紧身短上衣,pourpoint
为什么,pourquoi
腐烂的,pourri
使腐烂,pourrir
腐烂,pourriture
追逐,poursuivre
然而,pourtant
授予,pourvoir
供应者,pourvoyeur
只要,pourvu,que
使生长,pousser
忍无可忍,pousser,à,bout
作弊,poussette
灰尘,poussière
梁,poutre
小梁,poutrelle
能力,pouvoir
能够,pouvoir
牧场,prairie
实用的,pratique
实践,pratiquer
牧场,pré
预先的,préalable
事前,préalablement
不可靠,précarité
警惕,précaution
先前,précédemment
在先的,précédent
宣传,prêcher
珍贵的,précieux
悬崖,précipice
急匆匆地,précipitamment
匆忙,précipitation
加速,précipiter
确定的,précis
准确地,précisément
明确,préciser
早熟的,précoce
先驱,précurseur
捕食性的动物,prédateur
预言,prédiction
预告,prédire
省政府,préfecture
最为人所喜爱的,préféré
爱好,préférence
优惠的,préférentiel
更喜欢,préférer
省长,préfet
史前学,préhistoire
判例,préjugé
第一,premier,,,ère
总理,premier,ministre
拿,prendre
向……告辞,prendre,congé,de,qqn
采取措施,prendre,des,mesures
担当责任,prendre,en,charge
注意到,prendre,garde,que
采用相反的方法,prendre,le
怜悯某人,prendre,qqn,en,pitié
录音师,preneur,de,son
名字,prénom
担心,préoccupation
担心的,préoccupé
准备工作,préparatifs
准备,préparer
près在……附近
本堂神甫住宅,presbytère
出席,présence
présentateur主持人
介绍,présenter
保护,préserver
主席,président
主持,présider
推断,présomption
几乎,presque
报刊,presse,écrite
急迫的,prèsse
预感,pressentiment
按,presser
压制,pression
压榨机,pressoir
领取补助者,prestataire
提供,prestation
魔术师,prestigitateur
推测,présumer
认为,prétendre
自负的,prétentieux
出借,prêter
借口,prétexte
教士,prêtre
证据,preuve
英勇的,preux
占优势,prévaloir
通知,prévenir
偏见,prévention
可预见的,prévisible
预见,prévision
预见,prévoir
有远见的,prévoyant
祈祷,prier
奖金,
首要的,primordial
王子,prince
公主,princesse
主要的,principale
公国,principauté
原则,principe
春天,printemps
优先,priorité
监狱,prison
囚犯,prisonnier,,,ère
私有化的,privatisé
私人的,privé
享有特权的,privilégié
赋予特权,privilégier
价格,prix
可能,probablement
问题,problème
态度,procédé
起源于,procéder
诉讼,procès
仪式队伍,procession
下一个的,prochain
下次见,prochaine
不久以后,prochainement
近的,proche
提供,procurer
非凡的,prodigieux
生产者,producteur
生产,production
生产力,productivité
生产,produire
produire发生
产品,produit
proéminent突出的
大声说,proférer
老师,professeur
职业,profession
professionnel职业的
条件,profil
画狈J面图,profiler
profiter利用
深的,profond
深深地,profondérnent
深度,profondeur
丰富,profusion
,programmation
节目安排
计
计划,programme
创新的计划,programme,pilote
进步,progrès
前进,progresser
进展的,progressif
进展,progression
禁止,prohiber
战利品,proie
幻灯机,projecteur
放映,projeter
延长,prologement
延长,prolongation
延长,prolonger
散步,promenade
散步,promener
散步者,promeneur
诺言,promesse
销售意向,promesse,de,vente
答应,promettre
一言为定,promisse
发起人,promoteur
晋升,promotion
晋升,promouvoir
迅速的,prompt
晋级的,promu
发言,prononcer
预兆,pronostic
先知,prophète
比例,proportion
话,propos
propos顺便问一句
建议,proposer
干净的,propre
适宜于,propre,à
清洁,propreté
物主,propriétaire
所有权,propriété
推进,propulser
放逐,proscrire
散文,prose
参加一个新党派,prosélyte
勘探,prospection
简介,prospectus
繁荣的,prospère
繁荣,prospérité
保护,protection
保护,protéger
抗议,protesrer
新教徒,protestant
抗议,protestation
礼仪,protocole
原型,prototype
英勇的行为,prouesse
证明,prouver
来源,provenance
谚语,proverbe
省,province
采购的食物,provisions,pl
暂时的,provisoire
挑衅的,provocant
造成,provoquer
谨慎地,prudemment
谨慎,prudence
谨慎的,prudent
李子,prune
李子树,prunier
社会,psycbosociologue
心理学,psychologie
松树,ptn
广告,pub
酒吧,pub
公众,public
公共的,public
广告的,publicitaire
广告,publicité
发表,publier
蚤,puce
少女,pucelle
羞耻,pudeur
儿童的,puérïl
然后,puis
取出,puiser
既然,puisque
功率,puissance
强大的,puissant
井,puits
羊毛套衫,pull-over
弄成粉碎,pulvériser
惩处,punîr
课桌,pupitre
纯净的,pur
炼狱,purgatoire
睡衣,pyjama
金字塔,pyramides,pl
比利牛斯山脉,Pyrénées,pl
四轮自行车,quadricycle
站台,quai
资格,qualification
性质的,qualitatif
质量,qualité
何时,quand
仍然,quand,même
至于,quant,à
四分之一,quart
区,quartier
拉丁区,Quartier,Latin
几乎,quasi
大约地,quasiment
四,quatre
什么样的,quel,inter
任意一个,quelconque,inter
某些,quelque
大约,quelque,chose
在某地,quelque,part
有时,quelquefois
争吵,querelle
quereller争吵
喜欢吵架的,querelleur
问题表,questionnaire
询问,questionner
尾巴,queue
queue排队
燕尾服,queue-de-pie
谁,qui
猪油火腿蛋糕,quiche
不论谁,quiconque
五金制品店,quincaillerie
五金制品商,quincaillier,,ère
五十岁的,quinquagénaire
搞错,quiproquo
离开,quitter
什么,quoi
尽管如此,quoi,qu'il,en,soit
尽管,quoique
日报,quotidien
每日的,quotidien
每天,quotidiennement
r~s,字母
共1004个单词
犹太教教士,rabbin
刨子,rabot
陪送……回去,raccompagner
挂断电话,raccrocher
人种,race
回购,racheter
根,racine
体育协会,Racing-Club
种族主义,racisme
讲述,raconter
木筏,radear
散热器,radiateur
划去,radiation
广播,radio
广播电视,radio-télévision
红皮白萝卜,radis
罗嗦,radoter
阵风,rafale
精炼的,raffiné
使凉爽,rafraîchir
狂怒,rage
调味品,ragoût
硬直的,raide
开玩笑,railler
葡萄,raisin
理由,raison
raison有道理
推理,raisonnement
推理,raisonner
使年轻化,rajeunir
发牢骚,râler
爱发牢骚的,râleur
重新集合,rallier
加长部分,rallonge
收集,ramassage
收集,ramasser
枝杈,rameau
再带来,ramener
野鸽,ramier
扶手,rampe
爬行,ramper
仇恨,rancune
远足,randonnée
行列,rang
rangé收拾好的
排,rangée
整理,rangement
整理,ranger
使重新活跃,ranimer
遣返回国,rapatriement
锉,râper
迅速的,rapide
很快地,rapidement
快速,rapidité
掠夺,rapine
召回,rappel
使想起,rappeler
报告,rapport
就……而言,rapport,àprê
带回来,rapporter
诱拐,rapt
球拍,raquette
少有的,rare
非常罕见的,rarissime
刮,raser
受够了,ras-le-bol
使放心,rassurer
鼠,rat
使干瘪,ratatiner
脾,rate
错过,rater
追上,rattraper
破坏,ravager
狂喜的,ravi
隘谷,ravin
抢夺,ravir
迷人的,ravissant
光线,rayon
反应堆,réacteur
反应,réaction
起反作用,réagir
导演,réalisateur
实现,réalisation
实现,réaliser
造反的,rebelie
分子
跳起来,rebondir
跳起来,rebondissement
使扫心,rebuter
回顾,récapituler
最近,récemment
近期的,recentre
接收机,récepteur
烹饪法,recette
税务员,receveur
接待,recevoir
电炉子,réchaud,électrique
réchauffer取暖
研究。探讨,recherche
稀有的,recherché
探索,rechercher
rechigner对……不乐意
礁,récif
容器,récipient
照样回敬,réciproquer
故事,récit
渲叙调,récitatif
背诵,réciter
要求,réclamation
要求,réclamer
隐居,réclusion
收获,récolte
收获,récolter
推荐,recommandation
recommandé挂号的
推荐,recommander
重新开始,recommencer
补偿,récompense
和解,réconciliation
使和好,réconcilier
可辨认出的,reconnaissable
承认,reconnaissance
承认,reconnaître
重组,reconstituer
纪录,record
重新覆盖,recouvrir
课间休息,récréation
招募,recruter
矩形,rectangle
矩形的,rectangulaire
校正,rectifier
笔直的,rectiligne
收据,reçu
汇编,recueil
沉思的,recueilli
采集,recueillir
后退,recul
遥远的,reculé
把……往后推移,reculer
回收,récupération
收回,récupérer
编纂,rédaction
重新下降,redescendre
编写,rédiger
重复的,redoublé
很可怕的,redoutable
害怕,redouter
重新竖直,redressement
减少的,réducteur
缩减,réduire
真的,réel
确实,réellemetit
重做,refaire
参照,référence
重新关闭,refermer
审慎的,réfléchi,fe
思考,réfléchir
反映,reflet
映照出,refléter
反射,réflexe
思考,réflexion
改革,réforme
击退,refouler
叠句,refrain
电冰箱,réfrigérateur
使变冷,refroidir
避难所,refuge
拒绝,refus
拒绝,refuser
反驳,réfuter
返回,regagner
款待,régaler
目光,regard
看,regarder
赛船,régate
调整的,régi
专卖局,régie
政体,régime
团,régiment
地区,région
地区的,régional
统治,régir
尺,règle
章程,règlement
安徘,régler
统治,règne
régner统治
后退,régression
惋惜,regret
令人遗憾的,regrettable
遗憾,regretter
集中,regrouper
有规律的,régulier,,ère
有规律地,régulièrement
肾,rein
皇后,reine
一种芬芳可只的脆皮苹果,reinette
拒绝,rejet
掷回,rejeter
和……重聚,rejoindre
使甲。。快乐,rejouir
放松,relâcher
叙述,relater
相对的,relatif
关系,relation
放松,relaxation
弃置,reléguer
抬起的,relevé
地形,relief
连接,relier
精装书装订工,relieur
宗教的,religieux
珍贵的纪念品,relique
再读,relire
改写,remanier
杰出的,remarquable
注意,remarque
注意到,remarquer
偿还,remboursement
偿还,rembourser
药物,remède
感谢,remercier
放回,remettre
放回,remise
改造,remodeler
升高,remontée
再上升,remonter
内疚,remords
城墙,rempart
替换者,remplaçante
替换,remplacement
替换,remplacer
充满的,rempli
填写,remplir
移动,remuer
报酬,rémunération
酬报,rémunérer
遇见,rencontre
碰见,rencontrer
约会,rendez-vous
归还,rendre
de体会到,rendre,compte
把……重新关住,renfermer
凹陷,renfoncement
加强,renforcer
增援,renfort
名声,renommée
renoncer放弃
用……重新结好,renouer
复苏,renouveau
更新,renouvellement
革新,rénovation
消息,renseignentent
告诉,renseigner
有收益的,rentable
靠银行利息、收益或年金生活者,rentier,,ère
回来,rentrer
重新登台,rentrer,en,scène
翻转,renverser
退回,renvoyer
传播,répandre
修理,réparation
修理,réparer
重新出发,répartir
分配,répartition
餐,repas
熨,repassage
熨,repasser
标记,repère
定位,repérer
编索引,répertorier
重复,répétition
使重新有或增加入口,repeupler
暂缓,répit
重新移植,replanter
重新折叠,replier
辩驳,réplique
接话
辩驳,répliquer
应答机,répondeur
回答,répondre
回答,réponse
报道,reportage
记者,reporter
休息,repos
休息,reposerpr
基于,reposer,sur
推开,repousser
重操,reprendre
代表,représentante
表现,représentation
代表,représenter
谴责,réprimander
镇压,réprimer
收回,reprise
严厉谴责,réprobation
谴责,reproche
责备,reprocher
爬行动物,reptile
声誉好的,repu,té
共和党的,républicain
推斥,répulsion
名誉,réputation
要求,requérir
鲨鱼,requin
征调,réquisitionner
巴黎地区快速地铁,RER
网,réseau
铁路网,réseau,ferré
保留,réserve
保留的,réservé
预订,réserver
水库,réservoir
寓所,résidence
居住,résider
剩余物,résidu
放弃,résignation
顺从的,résigné
耐力,résistance
法国抵抗运动,Résistance
坚实的,résistant
抵抗,résister
果断地,résolument
解决,résoudre
分别地,respeclement
尊重,respect
尊敬,respecter
恭敬的,respectueux
