あいかわらず,相変わらず
ざいごう,罪業
じごうじとく,自業自得
しぎょう,仕業
はやわざ,早業
ぎょうこ,凝固
ぎょうけつ,凝結
ぎょうし,凝視
こりしょう,凝り性
きょくめん,曲面
きょくぶ,局部
じきょく,時局
きょくげん,極限
しゅうきょく,終極
ごくじょう,極上
ごくひ,極秘
しごく,至極
きんりょう,斤量
きんとう,均等
きんいつ,均一
ちかみち,近道
じゅんきん,純金
こんごうりき,金剛力
さっきん,殺菌
ほきんしゃ,保菌者
かなもの,金物
かなぐ,金具
かなしばり,金縛り
ごんぎょう,勤行
つとまる,勤まる
きんせん,琴線
もっきん,木琴
てふうきん,手風琴
きんこつ,筋骨
てっきん,鉄筋
すじがき,筋書
きんが,謹賀
きんてい,謹呈
つつしむ,謹む
つつしんで,謹んで
きんど,襟度
かいきん,開襟
きょうきん,胸襟
えりくび,襟首
しぎん,詩吟
くぎん,苦吟
すいぎん,水銀
ぎんか,銀貨
くく,区々
くしゅう,句集
じく,字句
せっく,節句
しんく,辛苦
せんく,先駆
ぬけがけ,抜け駆け
ぐび,具備
ぐもん,愚問
ぐどん,愚鈍
そらいろ,空色
あきす,空き巣
あける,空ける
からて,空手
ぐうする,遇する
いちぐう,一隅
かたすみ,片隅
くつじょく,屈辱
くっしん,屈伸
ふくつ,不屈
くっさく,掘削
くる,繰る
くんりん,君臨
ははぎみ,母君
おんくん,音訓
くんこう,勲功
くんしょう,勲章
しゅくん,殊勲
くんぷう,薫風
かおる,薫る
たいぐん,大群
ばつぐん,抜群
ぎめい,偽名
しんぎ,真偽
きやすめ,気休め
きゅうにゅう,吸入
ふきゅう,腐朽
ぐうじ,宮司
かむみや,神宮
とうぐう,東宮
ぎょうし,仰視
ぎょうてん,仰天
ぎょうかく,仰角
きまる,極まる
きわみ,極み
げんきん,厳禁
にがりきる,苦り切る
にがむし,苦虫
にがにがしい,苦々しい
かる,駆る
くんとう,薫陶
かおり,薫り
ぐんきょ,群居
むれる,群れる
けいじ,兄事
ふけい,父兄
あに,義兄
むらちどり,群千鳥
かたみ,形見
けいれつ,系列
きゅうけい,球茎
ちょくじょう,直情
ちょくじょうけいこう,直情径行
ちょくじょうけいこう,直情径行
けいこう,径行
げんけい,原型
かたがみ,型紙
かんだんけい,寒暖計
けいぞう,恵贈
けいよ,恵与
えほうまいり,恵方参り
けいはつ,啓発
けいじ,啓示
ぜんけい,前掲
けいりゅう,渓流
せっけい,雪渓
きょうもん,経文
しゃきょう,写経
どきょう,読経
けいこう,蛍光
とりょう,塗料
けいふく,敬服
けいはく,軽薄
けいとう,傾倒
かたむき,傾き
たずさえる,携える
つぐ,継ぐ
つぎ,継ぎ
けいちょう,慶弔
けいしゅく,慶祝
けいが,慶賀
いこい,憩い
いこう,憩う
けいらん,鶏卵
けいしゃ,鶏舎
ようけい,養鶏
げいごう,迎合
げきやく,劇薬
くじらあぶら,鯨油
うつ,撃つ
はやうち,早撃ち
げきする,激する
げきどう,激動
ほけつ,補欠
けっとう,血統
せんけつ,鮮血
はなぢ,鼻血
とりきめ,取り決め
けつぶつ,傑物
ごうけつ,豪傑
けっぱく,潔白
じゅんけつ,純潔
げつよう,月曜
さいげつ,歳月
けんし,犬歯
のいぬ,野犬
かおみせ,顔見せ
さいけん,債券
かたじるし,肩章
そうけん,双肩
ひけん,比肩
けんぎ,建議
けんりつ,建立
せっけん,節倹
きんけん,勤倹
けんどう,剣道
けんばい,剣舞
けんすう,軒数
いっけん,一軒
のきさき,軒先
きょうけん,強健
けんあく,険悪
けんない,圏内
けんがい,圏外
せいそうけん,成層圏
かたい,堅い
けんお,嫌悪
けんぎ,嫌疑
けんじょう,献上
けんしん,献身
いっこん,一献
けんぷ,絹布
じんけん,人絹
うすぎぬ,薄絹
うすぎぬ,薄絹
けんがい,遣外
ぶんけん,分遣
つかう,遣う
かねづかい,金遣い
つかわす,遣わす
ごんげん,権現
けんしょう,憲章
かんけん,官憲
けんじん,賢人
せんけん,先賢
けんじょう,謙譲
まゆだま,繭玉
けんちょ,顕著
けんしょう,顕彰
れいげん,霊験
けんすい,懸垂
けしょう,懸想
かける,懸ける
いのちがけ,命懸け
かかる,懸かる
たげん,多元
もとちょう,元帳
げんめつ,幻滅
むげん,夢幻
げんまい,玄米
げんこう,言行
ごんじょう,言上
ものいい,物言い
ねごと,寝言
せいげん,正弦
じょうげん,上弦
のはら,野原
まつばら,松原
うなばら,海原
かわら,川原
あらわれ,現れ
あらわす,現す
めべり,目減り
ひとべらし,人減らし
げんせん,源泉
いげん,威厳
げんかく,厳格
しょうげん,荘厳
りこ,利己
ちき,知己
こっき,克己
こがい,戸外
たいこ,太古
ふるかぶ,古株
ふるびる,古びる
つかいふるす,使い古す
てんこ,点呼
よびごえ,呼び声
けんご,堅固
かため,固め
かたまり,固まり
えんこ,円弧
こじょう,弧状
こい,故意
こし,枯死
こたん,枯淡
えいこ,栄枯
からす,枯らす
いっか,一個
ふみぐら,文庫
くり,庫裏
こすい,湖水
こしょう,湖沼
こいん,雇員
ひやとい,日雇い
こじ,誇示
こだい,誇大
ほこらしい,誇らしい
こどう,鼓動
こぶ,鼓舞
こつづみ,小鼓
こりょ,顧慮
かいこ,回顧
かえりみる,顧みる
ごしき,五色
ごもくめし,五目飯
ごかく,互角
ごせん,互選
たがい,互い
しごせん,子午線
くれはとり,呉服
ごえつどうしゅう,呉越同舟
ごこく,後刻
のちぞい,後添い
うしろめたい,後ろめたい
あとあじ,後味
おくれる,後れる
おくれげ,後れ毛
きおくれ,気後れ
かいご,悔悟
ごいし,碁石
しんご,新語
きゅうご,救護
あぐち,開口
くちょう,口調
くちづて,口伝
いくどうおん,異口同音
くちえ,口絵
おおやけわたくし,公私
くめん,工面
びこう,鼻孔
きこう,気孔
こうみょう,功名
くどく,功徳
こうせつ,巧拙
ぎこう,技巧
こうだい,広大
こうぎ,広義
こうげん,広言
そうこうしゃ,装甲車
かんぱん,甲板
かんだかい,甲高い
まじる,交じる
まざる,交ざる
まぜる,交ぜる
まぜおり,交ぜ織り
とびかう,飛び交う
しゅこう,趣向
かおむけ,顔向け
こうたいごう,皇太后
こうてきしゅ,好敵手
すく,好く
こうこ,江湖
いりえ,入り江
あんか,行火
こうどう,坑道
はいこう,廃坑
こうしん,孝心
ふきょう,不孝
ふかす,更かす
しょこう,諸侯
しゅこう,首肯
おうこう,王侯
こうじょう,厚情
おうだい,皇帝
こうしつ,皇室
こうじょう,恒常
こうきゅう,恒久
こうせきそう,洪積層
こうはく,紅白
しんく,深紅
こうりょう,荒涼
あらい,荒い
あらあらしい,荒々しい
あれち,荒れ地
おおあれ,大荒れ
かざ,香気
かしゃ,香車
いろか,色香
うつりが,移り香
かおる,香る
そっこうじょ,測候所
そうろうぶん,候文
いそうろう,居候
しょうこう,将校
しゅうこう,就航
みつぐ,貢ぐ
こうさん,降参
のりおり,乗り降り
しょうこう,小康
こうそ,控訴
こうよう,黄葉
らんおう,卵黄
きばむ,黄ばむ
おおあわて,大慌て
こうわん,港湾
こうど,硬度
せいこう,生硬
こうさつ,絞殺
こうしゅけい,絞首刑
しめる,絞める
しまる,絞まる
じょうこう,条項
てっこう,鉄鉱
かまう,構う
こうき,綱紀
こうりょう,綱領
おおづな,大綱
こうぼ,酵母
そうこう,草稿
きょうしゅ,興趣
おこる,興る
おこす,興す
へいこう,平衡
こうてつ,鋼鉄
こうざい,鋼材
ごうがい,号外
がってん,合点
おちあう,落ち合う
ごうもん,拷問
ごうけん,剛健
ごうゆう,豪遊
ぶんごう,文豪
こくめい,克明
こっき,克己
ゆうこく,幽谷
たにかわ,谷川
きざみ,刻み
しまぐに,島国
しっこく,漆黒
あんこく,暗黒
しらくら,白黒
ざっこく,雑穀
だっこく,脱穀
こくじ,酷似
ぎごく,疑獄
こっし,骨子
ろうこつ,老骨
きんじょう,今上
こぶ,昆布
いこん,遺恨
うらめしい,恨めしい
こんじる,混じる
まじりもの,混じり物
まざる,混ざる
まぜる,混ぜる
こんじょう,紺青
のうこん,濃紺
しょうこん,商魂
こんしん,懇親
かいこん,開墾
させん,左遷
さばく,佐幕
たいさ,大佐
そそなかす,唆す
さす,差す
ざだん,座談
さいかく,才覚
すわりこみ,座り込み
しゅうさい,秀才
りょうさい,良妻
さいし,妻子
ひとづま,人妻
ふんさい,粉砕
さいしょう,宰相
ぼんさい,盆栽
さいこう,採光
とる,採る
さいれい,祭礼
けっさい,潔斎
さいしん,細心
ほそうで,細腕
あおな,青菜
たちもの,裁ち物
さいみん,催眠
せきさい,積載
さいげん,際限
まどぎわ,窓際
やくざい,薬剤
しざい,私財
ざいじょう,罪状
てっさく,鉄索
さくりゃく,策略
さくしゅ,搾取
しぼる,搾る
おそざき,遅咲き
たんざく,短冊
ひょうさつ,表札
さついれ,札入れ
ぞうさつ,増刷
もくさつ,黙殺
ころし,殺し
みごろし,見殺し
こうさつ,考察
すりきず,擦り傷
さっかしょう,擦過傷
ざっぴょう,雑兵
さんりゅう,三流
こうざん,高山
つきやま,築山
こうさん,降参
てらまいり,寺参り
ようさん,養蚕
ざんさつ,惨殺
みじめ,惨め
うみ,産み
うまれる,産まれる
うぶげ,産毛
さんぶん,散文
ざんりゅう,残留
ざんじ,暫時
しかん,士官
ししゅく,止宿
はどめ,歯止め
ぼうし,某氏
うじがみ,氏神
しゅっし,出仕
しがく,史学
しれい,司令
やおもて,矢面
しかく,死角
せいし,製糸
いとめ,糸目
とうじ,冬至
しとう,至当
さもらい,伺候
うかがい,伺い
すんし,寸志
おおやけわたくし,公私
しえき,使役
ふうし,風刺
あねうえ,姉上
えだは,枝葉
ゆうし,雄姿
そうし,相思
しせい,施政
あつがみ,厚紙
うたことば,歌詞
しがいせん,紫外線
しりょく,視力
ひんし,品詞
ぎし,義歯
いれば,入れ歯
しし,嗣子
ちゃくし,嫡嗣
ついし,追試
しいか,詩歌
しか,賜暇
あまでら,尼寺
はやみみ,早耳
にがお,似顔
りょうじ,療治
ちすい,治水
じこう,時候
じあい,慈愛
ぎょじ,御璽
ちじく,地軸
しちふくじん,七福神
しょうしつ,消失
こうしつ,皇室
しつむ,執務
たしつ,多湿
とる,執る
しとり,湿り
しめす,湿す
かんしつ,乾漆
しつじつ,質実
うつす,写す
うつる,写る
しゃかん,舎監
にっしゃ,日射
きしゃ,喜捨
しゃせん,斜線
ぞうに,雑煮
にえる,煮える
なまにえ,生煮え
しゃだん,遮断
ひらあやまり,平謝り
じゃばら,蛇腹
ちょうだ,長蛇
たいしゃく,貸借
ばんしゃく,晩酌
くむ,酌む
ろうじゃく,老若
じゃくぜん,寂然
すで,素手
ほうしゅ,法主
ぼうず,坊主
しゅひつ,朱筆
しゅにく,朱肉
しゅぬり,朱塗り
しゅしゃ,取捨
しゅりょう,狩猟
しゅしょう,殊勝
ことさら,殊更
しゅざん,珠算
あまざけ,甘酒
さかや,酒屋
なたね,菜種
いちりゅう,一粒
きょうしゅ,興趣
しゅこう,趣向
ちょうじゅ,長寿
べいじゅ,米寿
じゅよ,授与
さずかる,授かる
じゅがく,儒学
じゅきょう,儒教
じゅしゃ,儒者
がいろじゅ,街路樹
おさまる,収まる
しゅううん,舟運
ちゅうしゅう,中州
しゅうてい,舟艇
しゅうこう,舟航
おぶね,小舟
ふなうた,舟歌
しゅういつ,秀逸
しゅうさい,秀才
しゅうは,宗派
かいしゅう,改宗
そうか,宗家
そうしょう,宗匠
しゅうぶん,秋分
おそあき,晩秋
しゅうき,秋季
ぞくしゅう,俗臭
あくしゅう,悪臭
かざ,臭気
しゅうよう,修養
しゅうしん,就寝
じょうじゅ,成就
しゅうか,衆寡
みんしゅう,民衆
ちょうじゅ,聴衆
しゅじょう,衆生
ゆうしゅう,憂愁
うれい,愁い
おうしゅう,応酬
しゅうたい,醜態
びしゅう,美醜
しゅうめい,襲名
かじゅう,果汁
ぼくじゅう,墨汁
しるこ,汁粉
あんじゅう,安住
じゅうどう,柔道
かいじゅう,懐柔
にゅうわ,柔和
じゅうじゃく,柔弱
ちょうじょう,重畳
じゅうじゅん,従順
ふくじゅう,服従
しょうよう,従容
くじゅう,苦渋
しぶがみ,渋紙
じゅうるい,獣類
もうじゅう,猛獣
ちょうじゅう,鳥獣
じゅうおう,縦横
じゅうだん,縦断
しゅうぎ,祝儀
いわいごと,祝言
やどや,宿屋
しゅくじょ,淑女
ていしゅく,貞淑
ししゅく,私淑
しゅくせい,粛清
せいしゅく,静粛
しゅくず,縮図
しじゅく,私塾
ちぢらす,縮らす
うれる,熟れる
しゅつにゅう,出入
しゅつのう,出納
でまど,出窓
とおで,遠出
じょじゅつ,叙述
ちょじゅつ,著述
じゅっさく,術策
しゅんしゅう,俊秀
しゅんさい,俊才
しゅんき,春季
りっしゅん,立春
しゅんじ,瞬時
じゅんかん,旬刊
じゅんかい,巡回
じゅんぎょう,巡業
じゅんしょう,准将
ひじゅん,批准
じゅんし,殉死
じゅんしょく,殉職
じゅんなん,殉難
じゅんしん,純真
ふじゅん,不純
いんじゅん,因循
じゅうじゅん,従順
じゅんしょく,潤色
じゅんたく,潤沢
しつじゅん,湿潤
うるおす,潤す
じゅんしゅ,遵守
じゅんぽう,遵法
しょじょ,処女
はつゆき,初雪
ういじん,初陣
しょが,書画
あつけ,暑気
ざんしょ,残暑
ひしょ,避暑
しょせん,緒戦
ゆいしょ,由緒
たんしょ,端緒
はなお,鼻緒
じょりゅう,女流
じょじん,女人
てんにょ,天女
ぜんなん,善男
ぜんなんぜんにょ,善男善女
ぜんなんぜんにょ,善男善女
ぜんにょ,善女
おんなごころ,女心
おんならしい,女らしい
めめしい,女々しい
やくじょ,躍如
にょじつ,如実
にょらい,如来
ふにょい,不如意
じょりき,助力
おおだすかり,大助かり
たち,太刀
じょまく,序幕
じょじゅつ,叙述
じょけい,叙景
じょすう,除数
しょうしん,小心
おがわ,小川
ますめ,升目
しょうしゅう,召集
いしょう,意匠
おんしょう,温床
ゆかした,床下
しょうろく,抄録
しょうほん,抄本
しょうやく,抄訳
しょうぞう,肖像
ふしょう,不肖
しょうそう,尚早
しょうじょう,招請
しょうこう,昇降
しらす,白砂
はくしゃせいしょう,白砂青松
かどまつ,門松
まつばら,松原
しょうたく,沼沢
こしょう,湖沼
ぬまち,沼地
てっしょう,徹宵
たいしょう,大将
ひしょう,費消
しょうめつ,消滅
たちぎえ,立ち消え
えんしょう,炎症
きちじょう,吉祥
ふしょう,不祥
しょうさん,称賛
しょうらん,笑覧
だんしょう,談笑
しょうちゅう,掌中
しきしょう,職掌
すいしょう,水晶
しょうきゃく,焼却
すみやき,炭焼き
しょうど,焦土
しょうりょ,焦慮
しょうしん,焦心
こげ,焦げ
こがれる,焦がれる
しょうせき,硝石
しょうさん,硝酸
しょうちょく,詔勅
しょうしょ,詔書
ぞうがん,象眼
かんしょう,感傷
ふるきず,古傷
いたむ,傷む
いためる,傷める
みしょう,未詳
さしさわり,差し障り
しょうどう,衝動
せっしょう,折衝
しょうばつ,賞罰
しょうきん,償金
だいしょう,代償
つぐなう,償う
つぐない,償い
がんしょう,岩礁
はんしょう,半鐘
うえびと,上人
うわづみ,上積み
せいたけ,背丈
じょうひ,冗費
めんじょう,免状
じょうり,条理
じょうすう,乗数
だいじょう,大乗
じょうない,城内
らくじょう,落城
じょうせき,城跡
しょうじょう,清浄
じょうよ,剰余
よじょう,余剰
じょうび,常備
とこなつ,常夏
ふうじょう,風情
じょうない,場内
じょうご,畳語
ちょうじょう,重畳
あおだたみ,青畳
たたみおもて,畳表
じょうもん,縄文
むれる,蒸れる
むらす,蒸らす
じじょうじばく,自縄自縛
なわばり,縄張
どじょう,土壌
あいじょう,愛嬢
じょうまえ,錠前
おやゆずり,親譲り
じょうぞう,醸造
じょうせい,醸成
かもす,醸す
かもしだす,醸し出す
げんしょく,原色
ぶっしょく,物色
しきちょう,色調
しきよく,色欲
かいしょく,会食
だんじき,断食
くらう,食らう
ごしょく,誤植
しょくじゅ,植樹
せいしょく,生殖
りしょく,利殖
がくしょく,学殖
ふえる,殖える
ふやす,殖やす
ふくしょく,服飾
しょくばい,触媒
しょくはつ,触発
しょくたく,嘱託
いしょく,委嘱
おりき,織機
せんしょく,染織
ぼうしょく,紡織
ちじょく,恥辱
せつじょく,雪辱
ないしん,内申
おやごころ,親心
はずかしめ,辱め
しんしゅく,伸縮
ついしん,追伸
くんしん,君臣
とうしん,等身
みうち,身内
しんみ,親身
しんさん,辛酸
かろうじて,辛うじて
おかす,冒す
しんしん,津々
じんずうりき,神通力
かんぬし,神主
こうしん,口唇
ひたる,浸る
まみなみ,真南
うんしん,運針
びょうしん,秒針
しんざん,深山
ふかいり,深入り
しんきゅう,進級
しんげん,進言
しんかん,森閑
しんげん,森厳
みる,診る
つつしみ,慎み
しんさい,新妻
あらぼん,新盆
しんどう,震動
ふるう,震う
みぶるい,身震い
ふるえ,震え
しんたん,薪炭
しんすい,薪水
じんじゅつ,仁術
じんぎ,仁義
しらは,白刃
きょうじん,凶刃
じじん,自刃
たびと,旅人
むじん,無尽
しっぷう,疾風
じんらい,迅雷
じんだい,甚大
げきじん,激甚
こうじん,幸甚
じんがしら,陣頭
じんつう,陣痛
えんじん,円陣
じんじょう,尋常
せんじん,千尋
そうと,壮図
すいりく,水陸
すいしょく,水色
すいめい,吹鳴
くすい,鼓吹
いぶき,息吹
かすい,下垂
あまだれ,雨垂れ
たらす,垂らす
じすい,自炊
ぞうすい,雑炊
ままたき,飯炊き
とうすい,統帥
げんすい,元帥
せいすい,精粋
すいじん,粋人
すいじゃく,衰弱
せいすい,盛衰
すいかん,酔漢
しんすい,心酔
えい,酔い
すいこう,遂行
かんすい,完遂
じゅくすい,熟睡
ごすい,午睡
すいじょう,穂状
しゅっすい,出穂
いなほ,稲穂
つむ,紡錘
ずいこう,随行
ずいい,随意
ついずい,追随
こつずい,骨髄
のうずい,脳髄
しんずい,真髄
すうよう,枢要
すうじく,枢軸
すうこう,崇高
すうりょう,数量
ねんすう,年数
じゅず,数珠
すわる,据わる
すわり,据わり
いっすんさき,一寸先
うねおり,畝織
あさせ,浅瀬
たつせ,立つ瀬
ぜにん,是認
こくぜ,国是
ゆせい,油井
しせい,市井
じせい,時世
しょせい,処世
せいご,正誤
ただす,正す
まさに,正に
せいむ,正夢
しょうめつ,生滅
ながいき,長生き
いけどり,生け捕り
きいっぽん,生一本
きいと,生糸
きみず,生水
じょうぶつ,成仏
さいこく,西国
せいがく,声楽
めいせい,名声
こわいろ,声色
かいせい,改姓
どうせい,同姓
ひゃくしょう,百姓
えんせい,遠征
しゅっせい,出征
しょうぶん,性分
あいしょう,相性
せいてん,青天
せいどう,青銅
ろくしょう,緑青
ぐんじょう,群青
せいしょう,斉唱
かせい,家政
せっしょう,摂政
りゅうせい,流星
あかぼし,明星
くろぼし,黒星
ないせい,内省
かくしょう,各省
せいきょ,逝去
きゅうせい,急逝
ちょうせい,長逝
ゆく,逝く
ろっこん,六根
きよまる,清まる
りゅうせい,隆盛
じょせい,女婿
はなむこ,花婿
せいう,晴雨
はらす,晴らす
きばらし,気晴らし
しょうにん,聖人
しせい,至誠
せいまい,精米
せいりき,精力
ぶしょう,不精
せいやく,誓約
せいし,誓詞
せんせい,宣誓
ちかう,誓う
ちかい,誓い
せいおん,静穏
じょうみゃく,静脈
しずけさ,静けさ
しずめる,静める
せいがん,請願
ふしん,普請
こう,請う
うける,請ける
こんせき,今夕
せっこう,斥候
はいせき,排斥
いっちょういっせき,一朝一夕
せきざい,石材
いしだか,石高
せんごくぶね,千石船
こいし,小石
せきひん,赤貧
はっせき,発赤
しゃくどう,赤銅
あかんぼう,赤ん坊
せきじつ,昔日
せきねん,昔年
せきじ,昔時
こんじゃく,今昔
むかしばなし,昔話
せきしゅつ,析出
せきしゅ,隻手
せきじょう,席上
つうせき,痛惜
あいじゃく,愛惜
おしみ,惜しみ
しょくせき,職責
せめ,責め
きゅうせき,旧跡
したづみ,下積み
ほんせき,本籍
せつれつ,拙劣
せっしゅ,窃取
つぐ,接ぐ
こうせつ,降雪
しょうしゅ,摂取
せっせい,摂生
ふしあな,節穴
ゆうぜい,遊説
ぜったん,舌端
べんぜつ,弁舌
ひつぜつ,筆舌
ねこじた,猫舌
にまい,二枚
ぜつみょう,絶妙
だんぜつ,断絶
たえる,絶える
たやす,絶やす
たつ,絶つ
せんにんりき,千人力
せんさばんべつ,千差万別
ちぐさ,千草
かわぎし,川岸
せんこつ,仙骨
せんにん,仙人
しゅせん,酒仙
かいしめ,買い占め
そっせん,率先
さきかた,先方
さいだつ,先立つ
せんせい,宣誓
せんぞく,専属
もっぱら,専ら
せんすい,泉水
せんぱく,浅薄
せんがく,浅学
しんせん,深浅
あさせ,浅瀬
とおあさ,遠浅
せんれん,洗練
せんしょく,染色
せんりょう,染料
そめもの,染め物
しみ,染み
せんじょう,扇状
まいおうぎ,舞扇
しょうかせん,消火栓
せんかい,旋回
せんりつ,旋律
しゅうせん,周旋
じょうせん,乗船
おおぶね,大船
おやぶね,親船
ふなたび,船旅
ふなちん,船賃
ろんせん,論戦
せんとう,銭湯
ぜにいれ,銭入れ
ずくてつ,銑鉄
ちんせん,沈潜
ひそむ,潜む
もぐりこむ,潜り込む
せんえん,遷延
せんと,遷都
じせん,自薦
すすめる,薦める
せんさい,繊細
くうぜん,空前
ぜんしょ,善処
いい,善い
ぜんしゅう,禅宗
ぜんでら,禅寺
ざぜん,座禅
ぜんじ,漸次
ぜんしん,漸進
とうぜん,東漸
えいぜん,営繕
つくろい,繕い
けんそ,険阻
そぜい,租税
こうそ,公租
こうか,公課
へいそ,平素
そじ,措辞
きょそ,挙措
そみつ,粗密
そや,粗野
せいそ,精粗
あらい,粗い
そせい,組成
かいそ,改組
くむ,組む
そみつ,疎密
そがい,疎外
しんそ,親疎
うとい,疎い
うとむ,疎む
うとましい,疎ましい
こくそ,告訴
あいそ,哀訴
そぞう,塑像
ちょうそ,彫塑
かそせい,可塑性
そせき,礎石
ていそ,定礎
ぶそう,無双
ふたば,双葉
そうけん,壮健
きょうそう,強壮
さおとめ,早乙女
さなえ,早苗
はやまる,早まる
そうぎ,争議
そうがく,奏楽
がっそう,合奏
かなでる,奏でる
あいやど,相宿
そうちょう,荘重
そうあん,草案
ざっそう,雑草
ぼくそう,牧草
こくぐら,穀倉
くらしきりょう,倉敷料
そうわ,挿話
さす,挿す
さしえ,挿絵
そうえん,桑園
くわばたけ,桑畑
いっそう,一掃
ほうそう,法曹
りくそう,陸曹
えいそう,営巣
らんそう,卵巣
びょうそう,病巣
すばこ,巣箱
すだつ,巣立つ
しゃそう,車窓
しんそう,深窓
とうそう,刀創
そうふく,喪服
そうしゅ,喪主
まいそう,埋葬
かいそう,会葬
へんそう,変装
よそう,装う
そういん,僧院
こうそう,高僧
にそう,尼僧
そううん,層雲
そうい,総意
そうかつ,総括
すいそう,水槽
せっそう,節操
しょうそう,焦燥
こうそう,高燥
そうがい,霜害
おそじも,晩霜
しもばしら,霜柱
はつしも,初霜
そうるい,藻類
かいそう,海藻
しそう,詞藻
ぞうか,造花
あいぞう,愛憎
ぞうしょ,蔵書
どぞう,土蔵
さかぐら,酒蔵
ぞうとう,贈答
ぞうよ,贈与
そくおう,即応
そくせき,即席
そっきょう,即興
すあし,素足
だらく,堕落
だみん,惰眠
だき,惰気
たいだ,怠惰
ふうたい,風体
なまけもの,怠け者
ぼたい,母胎
しだい,進退
かくおび,角帯
たいぜん,泰然
たいと,泰斗
あんたい,安泰
ふうたい,風袋
ゆうたい,郵袋
たいや,逮夜
たいか,滞貨
ちんたい,沈滞
たいしゃ,代謝
しろもの,代物
なえしろ,苗代
だいち,台地
たくち,宅地
たっきゅう,卓球
たくほん,拓本
たくせん,託宣
だくひ,諾否
だくりゅう,濁流
だくおん,濁音
にごり,濁り
にごす,濁す
ただし,但し
だつい,脱衣
きょだつ,虚脱
ぬげる,脱げる
そうだつ,争奪
うばいとる,奪い取る
たんせい,丹精
たんねん,丹念
もくたん,木炭
らくたん,落胆
こんたん,魂胆
たんきゅう,探求
さぐり,探り
さがす,探す
のうたん,濃淡
あわゆき,淡雪
たんそく,嘆息
たんがん,嘆願
なげき,嘆き
たんせい,端正
まったん,末端
かたはし,片端
はすう,端数
のきば,軒端
かわばた,川端
せいたん,生誕
たんれん,鍛錬
きたえ,鍛え
びだん,美男
しおだち,塩断ち
だんりゅう,暖流
だんじょう,壇上
ぶんだん,文壇
ふるいけ,古池
ものしり,物知り
むち,無恥
れんち,廉恥
はじらう,恥じらう
はじらい,恥じらい
ふうち,風致
ゆうち,誘致
ちそく,遅速
ちじょう,痴情
ちぎょ,稚魚
ちせつ,稚拙
たけばやし,竹林
たけうま,竹馬
ばくちく,爆竹
ちくじ,逐次
ちくこう,築港
かいちく,改築
たくわえ,蓄え
ちっそ,窒素
ばんちゃ,番茶
さわ,茶話
どちゃく,土着
あいじゃく,愛着
しゅうじゃく,執着
ちゃくし,嫡子
ちゃくりゅう,嫡流
ちゅうさい,仲裁
はくちゅう,伯仲
ようちゅう,幼虫
がいちゅう,害虫
けむし,毛虫
ちゅうせきそう,沖積層
ちゅうてん,沖天
ちゅうきん,忠勤
せいちゅう,誠忠
ちゅうや,昼夜
まひる,真昼
えんちゅう,円柱
ほばしら,帆柱
だいこく,大黒
くちゅう,苦衷
ちゅうしん,衷心
ちゅうぞう,鋳造
ちゅうてつ,鋳鉄
かいちゅう,改鋳
いもの,鋳物
いがた,鋳型
いる,鋳る
しんちゅう,進駐
あらわす,著す
ちょうすう,丁数
らくちょう,落丁
ちょうじ,丁字
ちょうもん,弔問
ちょうじ,弔辞
とむらう,弔う
とぶらい,弔い
きざす,兆す
ちょうかい,町会
まちはずれ,町外れ
ちょうづら,帳面
ちょうぼ,帳簿
ちょうりょく,張力
はる,張る
きぼり,木彫
ちょうぼう,眺望
ちょうか,釣果
ちょうぎょ,釣魚
ぜっちょう,絶頂
ちょうるい,鳥類
やちょう,野鳥
いっせきにちょう,一石二鳥
まいあさ,毎朝
にゅうちょう,入超
こえる,超える
こす,超す
ちょうえん,腸炎
だいちょう,大腸
ちょうやく,跳躍
ちょうりゅう,潮流
まんちょう,満潮
しおかぜ,潮風
せいちょう,清澄
すむ,澄む
うわずみ,上澄み
すます,澄ます
ととのう,調う
ととのえる,調える
きく,聴く
ちょうばつ,懲罰
こらす,懲らす
ちょくりつ,直立
じっちょく,実直
じきそ,直訴
じきひつ,直筆
なおす,直す
なおる,直る
ちょくご,勅語
ちょくし,勅使
ちんたい,沈滞
ふちん,浮沈
うきしずみ,浮き沈み
ちんかく,珍客
ちんちょう,珍重
ちんみょう,珍妙
かいちん,開陳
ちんあげ,賃上げ
ちんざ,鎮座
ちんせい,鎮静
しずめる,鎮める
しずまる,鎮まる
そつい,訴追
ついし,墜死
つうどく,通読
つうかい,痛快
しんつう,心痛
いたましい,痛ましい
かいづか,貝塚
つけもの,漬物
つぼすう,坪数
たてつぼ,建坪
ていきゅう,低級
こうてい,高低
ひくめる,低める
ひくまる,低まる
ていじょう,呈上
ていまい,弟妹
おとうと,義弟
してい,子弟
じょうせき,定石
じょうもん,定紋
ひつじょう,必定
さだめ,定め
ていりゅう,底流
ていしょく,抵触
ていない,邸内
ていしゅ,亭主
りょうてい,料亭
ていそう,貞操
ていせつ,貞節
にわさき,庭先
ていしん,逓信
ていそう,逓送
ていげん,逓減
ていさつ,偵察
ないてい,内偵
さげる,提げる
かんてい,艦艇
きょうてい,競艇
しまる,締まる
しまり,締まり
ひきしめ,引き締め
ういじ,泥土
うんでい,雲泥
こうでい,拘泥
でいしょう,泥沼
てきちゅう,的中
ぼくてき,牧笛
くちぶえ,口笛
てきよう,摘要
てんてき,点滴
したたる,滴る
てきい,敵意
かたきやく,敵役
せんてつ,先哲
てつじん,哲人
